epoch,step,train_loss_epoch,train_loss_step
0,9,,0.14820879697799683
0,19,,0.18250204622745514
0,29,,0.06898874044418335
0,39,,0.035253968089818954
0,49,,0.02853044867515564
0,59,,0.003076275810599327
0,69,,0.008204529993236065
0,79,,0.0028513027355074883
0,89,,0.052166491746902466
0,99,,0.004058266058564186
0,109,,0.0018660444766283035
0,119,,0.028925709426403046
0,129,,0.0014294711872935295
0,139,,0.010902206413447857
0,149,,0.001139691099524498
0,157,0.05857061594724655,
1,159,,0.0008184425532817841
1,169,,0.0008308738470077515
1,179,,0.0003604833036661148
1,189,,0.0003804536536335945
1,199,,0.00020311586558818817
1,209,,0.0006713056936860085
1,219,,0.00047570280730724335
1,229,,0.00037529226392507553
1,239,,0.0002661198377609253
1,249,,0.00020180735737085342
1,259,,0.00012502074241638184
1,269,,0.00013221893459558487
1,279,,0.00016158632934093475
1,289,,9.698327630758286e-05
1,299,,0.00011209025979042053
1,309,,9.662751108407974e-05
1,315,0.0003006853221450001,
2,319,,7.210206240415573e-05
2,329,,0.0001236535608768463
2,339,,7.264409214258194e-05
2,349,,6.993301212787628e-05
2,359,,7.183011621236801e-05
2,369,,5.835387855768204e-05
2,379,,6.476882845163345e-05
2,389,,6.330013275146484e-05
2,399,,5.353149026632309e-05
2,409,,4.980899393558502e-05
2,419,,4.4772401452064514e-05
2,429,,5.749613046646118e-05
2,439,,5.083344876766205e-05
2,449,,5.2669085562229156e-05
2,459,,5.109421908855438e-05
2,469,,5.32492995262146e-05
2,473,6.718309305142611e-05,
3,479,,3.933161497116089e-05
3,489,,3.983452916145325e-05
3,499,,3.876909613609314e-05
3,509,,4.179030656814575e-05
3,519,,4.099123179912567e-05
3,529,,3.825034946203232e-05
3,539,,3.428664058446884e-05
3,549,,2.8845854103565216e-05
3,559,,0.01677393913269043
3,569,,0.0069542136043310165
3,579,,0.01734485849738121
3,589,,0.0016014538705348969
3,599,,0.0008180588483810425
3,609,,0.0009244401007890701
3,619,,0.0003534788265824318
3,629,,0.00034602172672748566
3,631,0.00876323226839304,
4,639,,0.0003858311101794243
4,649,,0.0002696523442864418
4,659,,0.00011162180453538895
4,669,,9.423121809959412e-05
4,679,,8.03796574473381e-05
4,689,,8.247978985309601e-05
4,699,,5.062296986579895e-05
4,709,,9.897444397211075e-05
4,719,,6.183702498674393e-05
4,729,,6.664637476205826e-05
4,739,,5.547609180212021e-05
4,749,,6.272643804550171e-05
4,759,,5.176849663257599e-05
4,769,,4.6566128730773926e-05
4,779,,6.469991058111191e-05
4,789,,6.277486681938171e-05
4,789,8.586920012021437e-05,
5,799,,3.968924283981323e-05
5,809,,4.5280903577804565e-05
5,819,,5.069281905889511e-05
5,829,,4.271790385246277e-05
5,839,,3.4312717616558075e-05
5,849,,3.5041943192481995e-05
5,859,,3.740191459655762e-05
5,869,,3.045797348022461e-05
5,879,,4.4646672904491425e-05
5,889,,3.326311707496643e-05
5,899,,2.9085204005241394e-05
5,909,,3.251712769269943e-05
5,919,,3.498326987028122e-05
5,929,,2.942606806755066e-05
5,939,,3.2825395464897156e-05
5,947,3.759390892810188e-05,
6,949,,3.175530582666397e-05
6,959,,2.8017908334732056e-05
6,969,,3.020837903022766e-05
6,979,,2.834480255842209e-05
6,989,,3.2816082239151e-05
6,999,,1.9162893295288086e-05
6,1009,,2.3115426301956177e-05
6,1019,,2.3019500076770782e-05
6,1029,,2.7876347303390503e-05
6,1039,,2.2269785404205322e-05
6,1049,,2.4252571165561676e-05
6,1059,,1.699943095445633e-05
6,1069,,2.27317214012146e-05
6,1079,,2.79964879155159e-05
6,1089,,1.7558224499225616e-05
6,1099,,2.0077452063560486e-05
6,1105,2.426002720312681e-05,
7,1109,,1.6736797988414764e-05
7,1119,,2.5306828320026398e-05
7,1129,,1.9198283553123474e-05
7,1139,,1.933705061674118e-05
7,1149,,1.916009932756424e-05
7,1159,,1.7862766981124878e-05
7,1169,,1.673959195613861e-05
7,1179,,1.7515383660793304e-05
7,1189,,1.661386340856552e-05
7,1199,,1.7832964658737183e-05
7,1209,,1.4472752809524536e-05
7,1219,,1.6398727893829346e-05
7,1229,,1.546461135149002e-05
7,1239,,1.8225982785224915e-05
7,1249,,1.5817582607269287e-05
7,1259,,1.7560087144374847e-05
7,1263,1.7395455870428123e-05,
8,1269,,1.514144241809845e-05
8,1279,,1.5173107385635376e-05
8,1289,,1.6769394278526306e-05
8,1299,,1.4408491551876068e-05
8,1309,,1.2832693755626678e-05
8,1319,,1.5358440577983856e-05
8,1329,,1.4455989003181458e-05
8,1339,,1.415051519870758e-05
8,1349,,1.749955117702484e-05
8,1359,,1.6180798411369324e-05
8,1369,,1.0890886187553406e-05
8,1379,,1.059751957654953e-05
8,1389,,1.290254294872284e-05
8,1399,,1.3064593076705933e-05
8,1409,,9.807758033275604e-06
8,1419,,1.2459233403205872e-05
8,1421,1.3310839676705655e-05,
9,1429,,9.523704648017883e-06
9,1439,,9.682029485702515e-06
9,1449,,8.544884622097015e-06
9,1459,,8.868984878063202e-06
9,1469,,1.0540708899497986e-05
9,1479,,1.0633841156959534e-05
9,1489,,8.391216397285461e-06
9,1499,,1.2721866369247437e-05
