epoch,step,train_loss_epoch,train_loss_step
17,2879,,1.6149133443832397e-06
17,2889,,1.253560185432434e-06
17,2899,,1.4444813132286072e-06
17,2909,,1.3522803783416748e-06
17,2919,,1.434236764907837e-06
17,2929,,1.6903504729270935e-06
17,2939,,1.6195699572563171e-06
17,2949,,1.5152618288993835e-06
17,2959,,1.5338882803916931e-06
17,2969,,1.3541430234909058e-06
17,2979,,1.346692442893982e-06
17,2987,1.4248394109017681e-06,
18,2989,,1.366250216960907e-06
18,2999,,1.298263669013977e-06
18,3009,,1.2153759598731995e-06
18,3019,,1.4575198292732239e-06
18,3029,,1.1492520570755005e-06
18,3039,,1.3029202818870544e-06
18,3049,,1.1026859283447266e-06
18,3059,,1.1995434761047363e-06
18,3069,,1.3988465070724487e-06
18,3079,,1.1920928955078125e-06
18,3089,,1.257285475730896e-06
18,3099,,1.3150274753570557e-06
18,3109,,1.1343508958816528e-06
18,3119,,1.2656673789024353e-06
18,3129,,1.3690441846847534e-06
18,3139,,1.2470409274101257e-06
18,3149,,1.166015863418579e-06
18,3153,1.2619644849110045e-06,
19,3159,,1.0943040251731873e-06
19,3169,,1.0635703802108765e-06
19,3179,,1.039355993270874e-06
19,3189,,1.0244548320770264e-06
19,3199,,1.0598450899124146e-06
19,3209,,1.0691583156585693e-06
19,3219,,1.364387571811676e-06
19,3229,,1.017935574054718e-06
19,3239,,1.039355993270874e-06
19,3249,,1.1166557669639587e-06
19,3259,,1.166015863418579e-06
19,3269,,1.1939555406570435e-06
19,3279,,9.98377799987793e-07
19,3289,,1.1622905731201172e-06
19,3299,,1.0579824447631836e-06
19,3309,,1.0943040251731873e-06
19,3319,,1.1157244443893433e-06
19,3319,1.1229955134695047e-06,
