epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss_epoch,val_loss_step
0,9,,,0.031108595430850983,,,
0,19,,,0.02994323894381523,,,
0,29,,,0.10118164122104645,,,
0,39,,,0.062443748116493225,,,
0,49,,,0.07696659862995148,,,
0,59,,,0.11624370515346527,,,
0,69,,,0.03777426853775978,,,
0,79,,,0.045369476079940796,,,
0,89,,,0.04220733046531677,,,
0,99,,,0.012014182284474373,,,
0,109,,,0.05262558162212372,,,
0,119,,,0.022361047565937042,,,
0,129,,,0.0351974219083786,,,
0,139,,,0.015928898006677628,,,
0,149,,,0.09966444224119186,,,
0,159,,,0.026474501937627792,,,
0,169,,,0.09118576347827911,,,
,0,,,,,,0.8845750093460083
,1,,,,,,5.114590644836426
,2,,,,,,0.10772725939750671
,3,,,,,,3.436114639043808e-05
,4,,,,,,1.7632730305194855e-05
,5,,,,,,1.8965452909469604e-05
,6,,,,,,8.45547765493393e-06
,7,,,,,,6.423331797122955e-06
,8,,,,,,1.539289951324463e-05
,9,,,,,,0.2224532961845398
,10,,,,,,0.6922829151153564
,11,,,,,,2.28110408782959
,12,,,,,,2.1322062015533447
,13,,,,,,0.2522001266479492
,14,,,,,,2.5706191062927246
,15,,,,,,0.927649974822998
,16,,,,,,2.4514341354370117
,17,,,,,,3.9622859954833984
,18,,,,,,1.747774600982666
,19,,,,,,0.04392177611589432
,20,,,,,,0.04059458523988724
,21,,,,,,0.06102895736694336
,22,,,,,,0.3728828430175781
,23,,,,,,0.15393534302711487
,24,,,,,,0.17741608619689941
,25,,,,,,0.3204091787338257
,26,,,,,,0.08402092754840851
,27,,,,,,0.025667604058980942
,28,,,,,,0.019273806363344193
,29,,,,,,0.0007034353911876678
,30,,,,,,0.7440621852874756
,31,,,,,,0.04773477092385292
,32,,,,,,0.41280144453048706
,33,,,,,,8.881092071533203e-06
,34,,,,,,0.03888126090168953
,35,,,,,,0.001097806729376316
0,174,,,,105.47222137451172,0.7192068696022034,
0,174,125.42081451416016,0.06458579748868942,,,,
1,179,,,0.025569625198841095,,,
1,189,,,0.09865045547485352,,,
1,199,,,0.023421775549650192,,,
1,209,,,0.09704091399908066,,,
1,219,,,0.032378632575273514,,,
1,229,,,0.1054551750421524,,,
1,239,,,0.020796917378902435,,,
1,249,,,0.03378359228372574,,,
1,259,,,0.0671568438410759,,,
1,269,,,0.009253940545022488,,,
1,279,,,0.023584790527820587,,,
1,289,,,0.06058508902788162,,,
1,299,,,0.05332043021917343,,,
1,309,,,0.07762450724840164,,,
1,319,,,0.045043233782052994,,,
1,329,,,0.010316487401723862,,,
1,339,,,0.006470023654401302,,,
1,349,,,0.05068585276603699,,,
,36,,,,,,1.2094264030456543
,37,,,,,,5.6053853034973145
,38,,,,,,0.11334290355443954
,39,,,,,,0.00013298913836479187
,40,,,,,,3.924034535884857e-05
,41,,,,,,5.029700696468353e-05
,42,,,,,,3.0376017093658447e-05
,43,,,,,,2.1743588149547577e-05
,44,,,,,,3.450736403465271e-05
,45,,,,,,0.4592191278934479
,46,,,,,,1.652611255645752
,47,,,,,,3.549809455871582
,48,,,,,,1.36726713180542
,49,,,,,,0.08920611441135406
,50,,,,,,1.9593110084533691
,51,,,,,,0.4464433193206787
,52,,,,,,1.242680549621582
,53,,,,,,4.403532028198242
,54,,,,,,2.272678852081299
,55,,,,,,0.5540225505828857
,56,,,,,,0.25634801387786865
,57,,,,,,0.6650067567825317
,58,,,,,,0.5112303495407104
,59,,,,,,0.03644303232431412
,60,,,,,,0.08877573907375336
,61,,,,,,0.2263336032629013
,62,,,,,,0.07530812174081802
,63,,,,,,0.015536013059318066
,64,,,,,,0.04102415591478348
,65,,,,,,0.0005015665665268898
,66,,,,,,0.34304264187812805
,67,,,,,,0.047914694994688034
,68,,,,,,0.2949771285057068
,69,,,,,,8.99285078048706e-06
,70,,,,,,0.026809237897396088
,71,,,,,,0.0014449059963226318
1,349,,,,103.83333587646484,0.7654430270195007,
1,349,125.58856964111328,0.06018992140889168,,,,
2,359,,,0.018566684797406197,,,
2,369,,,0.15850579738616943,,,
2,379,,,0.0781727209687233,,,
2,389,,,0.1331300139427185,,,
2,399,,,0.007498021237552166,,,
2,409,,,0.05272981524467468,,,
2,419,,,0.03534785658121109,,,
2,429,,,0.027063798159360886,,,
2,439,,,0.07868757843971252,,,
2,449,,,0.07743749022483826,,,
2,459,,,0.15049296617507935,,,
2,469,,,0.0480373315513134,,,
2,479,,,0.04397271201014519,,,
2,489,,,0.009388172999024391,,,
2,499,,,0.0415741503238678,,,
2,509,,,0.023447133600711823,,,
2,519,,,0.11834149062633514,,,
,72,,,,,,0.7456707954406738
,73,,,,,,4.9128007888793945
,74,,,,,,0.10894791781902313
,75,,,,,,6.277207285165787e-05
,76,,,,,,8.129514753818512e-05
,77,,,,,,0.0001453133299946785
,78,,,,,,3.680959343910217e-05
,79,,,,,,5.707144737243652e-06
,80,,,,,,1.8398277461528778e-05
,81,,,,,,0.26156216859817505
,82,,,,,,1.5000661611557007
,83,,,,,,3.6094141006469727
,84,,,,,,1.626331090927124
,85,,,,,,0.022096548229455948
,86,,,,,,1.7355155944824219
,87,,,,,,0.1234099343419075
,88,,,,,,0.5240120887756348
,89,,,,,,4.888246536254883
,90,,,,,,2.100470781326294
,91,,,,,,1.341568112373352
,92,,,,,,0.5524483323097229
,93,,,,,,2.151197910308838
,94,,,,,,1.1165993213653564
,95,,,,,,0.21174997091293335
,96,,,,,,0.3246038556098938
,97,,,,,,0.3754509687423706
,98,,,,,,0.15116316080093384
,99,,,,,,0.05321589112281799
,100,,,,,,0.09980444610118866
,101,,,,,,0.0002939477562904358
,102,,,,,,0.2951052188873291
,103,,,,,,0.01929323561489582
,104,,,,,,0.2860438823699951
,105,,,,,,2.7390196919441223e-06
,106,,,,,,0.008027411997318268
,107,,,,,,0.00046532973647117615
2,524,,,,102.88888549804688,0.8096091151237488,
2,524,125.37714385986328,0.06427732110023499,,,,
3,529,,,0.051391586661338806,,,
3,539,,,0.028263824060559273,,,
3,549,,,0.003567255102097988,,,
3,559,,,0.06134135648608208,,,
3,569,,,0.14724703133106232,,,
3,579,,,0.022632773965597153,,,
3,589,,,0.13740533590316772,,,
3,599,,,0.07740218937397003,,,
3,609,,,0.022560426965355873,,,
3,619,,,0.05653020739555359,,,
3,629,,,0.22555705904960632,,,
3,639,,,0.10894669592380524,,,
3,649,,,0.05351480096578598,,,
3,659,,,0.05060524865984917,,,
3,669,,,0.08769764751195908,,,
3,679,,,0.13901233673095703,,,
3,689,,,0.023527709767222404,,,
3,699,,,0.011187308467924595,,,
,108,,,,,,1.9241362810134888
,109,,,,,,4.970081806182861
,110,,,,,,0.08917239308357239
,111,,,,,,2.0563602447509766e-05
,112,,,,,,1.7986632883548737e-05
,113,,,,,,2.5758519768714905e-05
,114,,,,,,3.4784898161888123e-06
,115,,,,,,2.8545036911964417e-06
,116,,,,,,1.201685518026352e-05
,117,,,,,,0.454321026802063
,118,,,,,,1.37577223777771
,119,,,,,,2.9454503059387207
,120,,,,,,1.9294310808181763
,121,,,,,,0.07709682732820511
,122,,,,,,1.7510861158370972
,123,,,,,,0.25828981399536133
,124,,,,,,1.0184696912765503
,125,,,,,,4.437032222747803
,126,,,,,,2.242478847503662
,127,,,,,,1.468047022819519
,128,,,,,,0.8807116150856018
,129,,,,,,2.018704652786255
,130,,,,,,0.893220067024231
,131,,,,,,0.0440225750207901
,132,,,,,,0.23398643732070923
,133,,,,,,0.13087935745716095
,134,,,,,,0.03699524700641632
,135,,,,,,0.0052054524421691895
,136,,,,,,0.019865907728672028
,137,,,,,,0.001199626363813877
,138,,,,,,0.47494226694107056
,139,,,,,,0.0784389078617096
,140,,,,,,0.4504619240760803
,141,,,,,,1.0893680155277252e-05
,142,,,,,,0.020441267639398575
,143,,,,,,0.0013770898804068565
3,699,,,,99.88888549804688,0.83976149559021,
3,699,125.44571685791016,0.06606705486774445,,,,
4,709,,,0.03070053830742836,,,
4,719,,,0.05665998160839081,,,
4,729,,,0.1722973734140396,,,
4,739,,,0.04344572126865387,,,
4,749,,,0.018138032406568527,,,
4,759,,,0.023019351065158844,,,
4,769,,,0.08216395229101181,,,
4,779,,,0.08635377883911133,,,
4,789,,,0.08318382501602173,,,
4,799,,,0.0066764578223228455,,,
4,809,,,0.03381631150841713,,,
4,819,,,0.07436422258615494,,,
