epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss_epoch,val_loss_step
0,9,,,0.4164637327194214,,,
0,19,,,0.15434814989566803,,,
0,29,,,0.11122743040323257,,,
0,39,,,0.08151854574680328,,,
0,49,,,0.15178394317626953,,,
0,59,,,0.08153805136680603,,,
0,69,,,0.040206149220466614,,,
0,79,,,0.07940010726451874,,,
,0,,,,,,2.941843032836914
,1,,,,,,0.18093957006931305
,2,,,,,,0.17263919115066528
,3,,,,,,0.05332467332482338
,4,,,,,,0.0648960992693901
,5,,,,,,0.6491199731826782
,6,,,,,,1.2624629735946655
,7,,,,,,1.2049078941345215
,8,,,,,,1.6163570880889893
,9,,,,,,2.114954948425293
,10,,,,,,0.38860973715782166
,11,,,,,,0.3017215132713318
,12,,,,,,1.330298900604248
,13,,,,,,0.017275370657444
,14,,,,,,0.014411910437047482
,15,,,,,,0.35430610179901123
,16,,,,,,0.46220022439956665
,17,,,,,,0.05214916169643402
0,87,,,,201.61111450195312,0.732356607913971,
0,87,242.34091186523438,0.17404122650623322,,,,
1,89,,,0.08739503473043442,,,
1,99,,,0.016594460234045982,,,
1,109,,,0.0219075009226799,,,
1,119,,,0.06635306775569916,,,
1,129,,,0.03650945425033569,,,
1,139,,,0.05787591636180878,,,
1,149,,,0.03309178352355957,,,
1,159,,,0.0612984225153923,,,
1,169,,,0.041301943361759186,,,
,18,,,,,,2.622201681137085
,19,,,,,,0.058545827865600586
,20,,,,,,0.015526256524026394
,21,,,,,,0.0056532579474151134
,22,,,,,,0.29220670461654663
,23,,,,,,1.4226276874542236
,24,,,,,,0.8466238379478455
,25,,,,,,0.7137947082519531
,26,,,,,,1.680640459060669
,27,,,,,,3.4159059524536133
,28,,,,,,1.4611093997955322
,29,,,,,,1.4882879257202148
,30,,,,,,1.5589542388916016
,31,,,,,,0.11161105334758759
,32,,,,,,0.09149815142154694
,33,,,,,,0.23722127079963684
,34,,,,,,0.39883095026016235
,35,,,,,,0.01647336781024933
1,175,,,,173.8333282470703,0.9132063388824463,
1,175,252.61363220214844,0.03809894621372223,,,,
2,179,,,0.04928332194685936,,,
2,189,,,0.020481940358877182,,,
2,199,,,0.021630074828863144,,,
2,209,,,0.013577621430158615,,,
2,219,,,0.02363692969083786,,,
2,229,,,0.02428560145199299,,,
2,239,,,0.020760193467140198,,,
2,249,,,0.051477186381816864,,,
2,259,,,0.05450693145394325,,,
,36,,,,,,2.6483616828918457
,37,,,,,,0.08445747196674347
,38,,,,,,0.015649784356355667
,39,,,,,,0.00714493403211236
,40,,,,,,0.12027570605278015
,41,,,,,,1.0439053773880005
,42,,,,,,1.0832476615905762
,43,,,,,,1.1822474002838135
,44,,,,,,2.286411762237549
,45,,,,,,3.011296033859253
,46,,,,,,1.6912524700164795
,47,,,,,,1.4540972709655762
,48,,,,,,0.6444337368011475
,49,,,,,,0.11065157502889633
,50,,,,,,0.10152313113212585
,51,,,,,,0.10889481008052826
,52,,,,,,0.23395709693431854
,53,,,,,,0.010714949108660221
2,263,,,,181.27777099609375,0.8799180388450623,
2,263,253.6704559326172,0.028385929763317108,,,,
3,269,,,0.011553329415619373,,,
3,279,,,0.020576654002070427,,,
3,289,,,0.02212873101234436,,,
3,299,,,0.013071507215499878,,,
3,309,,,0.02346169389784336,,,
